الوحدة التدريبية,المرحلة التدريبية,القسم,التخصص,فعالية البرنامج,المقررات,الوحدات المعتمدة,الفصل التدريبي,عدد المقررات المطلوبة,عدد الوحدات المطلوبة,المقرر,اسم المقرر,محاضرة,عملي
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,انجل-103,لغة إنجليزية (3),4,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,انجل-103,لغة إنجليزية (3),4,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,انجل-103,لغة إنجليزية (3),4,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,رياد-212,ريادة اعمال الحاسب وتقنية المعلومات,1,2
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,رياد-212,ريادة اعمال الحاسب وتقنية المعلومات,1,2
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,رياد-212,ريادة اعمال الحاسب وتقنية المعلومات,1,2
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-232,معالجة الفيديو الرقمي-2,2,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-232,معالجة الفيديو الرقمي-2,2,4
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-232,معالجة الفيديو الرقمي-2,2,4
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-242,التصميم المرئي-2,2,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-242,التصميم المرئي-2,2,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-242,التصميم المرئي-2,2,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-251,التصميم الرقمي,2,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-251,التصميم الرقمي,2,4
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثالث ,5,17,ملتي-251,التصميم الرقمي,2,4
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,اسلم-101,الدراسات الإسلامية,2,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,اسلم-101,الدراسات الإسلامية,2,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,اسلم-101,الدراسات الإسلامية,2,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,انجل-102,لغة إنجليزية (2),4,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,انجل-102,لغة إنجليزية (2),4,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,انجل-102,لغة إنجليزية (2),4,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,حاسب-102,تطبيقات الحاسب المتقدمة,0,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,حاسب-102,تطبيقات الحاسب المتقدمة,0,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,حاسب-102,تطبيقات الحاسب المتقدمة,0,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,رياد-101,أساسيات ريادة الأعمال,2,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,رياد-101,أساسيات ريادة الأعمال,2,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,رياد-101,أساسيات ريادة الأعمال,2,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,عربي-101,الكتابة الفنية,2,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,عربي-101,الكتابة الفنية,2,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,عربي-101,الكتابة الفنية,2,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,ملتي-121,معالجة الصوت الرقمي,0,4
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,ملتي-121,معالجة الصوت الرقمي,0,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,ملتي-121,معالجة الصوت الرقمي,0,4
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,ملتي-131,معالجة الفيديو الرقمي-1,2,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الثاني ,7,17,ملتي-131,معالجة الفيديو الرقمي-1,2,4
